timestamp,satellite_id,satellite_type,clock_error_ns,radial_error_m,along_track_error_m,cross_track_error_m
2024-01-01 14:00:00,MEO-01,MEO,1.6781919,0.35681537,0.96233684,0.12624186
2024-01-01 14:15:00,MEO-01,MEO,3.556989,0.38173154,0.6377781,-0.03638632
2024-01-01 14:30:00,MEO-01,MEO,3.6121457,0.023633597,0.46034423,-0.13791361
2024-01-01 14:45:00,MEO-01,MEO,1.3977079,0.11949643,0.27951375,-0.20277978
2024-01-01 15:00:00,MEO-01,MEO,1.2967066,0.23674127,-0.27874053,-0.39755726
2024-01-01 15:15:00,MEO-01,MEO,1.2060299,0.33080578,0.20433119,-0.3840478
2024-01-01 15:30:00,MEO-01,MEO,-0.13314155,0.07537586,-0.26941776,-0.15960902
2024-01-01 15:45:00,MEO-01,MEO,0.0076709697,-0.051168814,-0.3701674,-0.59094054
2024-01-01 16:00:00,MEO-01,MEO,-0.2992976,-0.046313956,-0.40927407,-0.24030441
2024-01-01 16:15:00,MEO-01,MEO,-0.24683179,0.06345619,-0.8679219,-0.55649585
2024-01-01 16:30:00,MEO-01,MEO,0.28507885,-0.17970522,-0.63189375,-0.327203
2024-01-01 16:45:00,MEO-01,MEO,0.41537467,-0.2303093,-0.8241258,-0.7466023
2024-01-01 17:00:00,MEO-01,MEO,1.6056393,-0.22772495,-0.6080696,-0.44871128
2024-01-01 17:15:00,MEO-01,MEO,-1.0693237,-0.29763538,-1.1846234,-0.63944596
2024-01-01 17:30:00,MEO-01,MEO,0.8429054,-0.20709296,-0.73562396,-0.7248793
2024-01-01 17:45:00,MEO-01,MEO,-0.37214074,-0.0689089,-0.77916974,-0.4549485
2024-01-01 18:00:00,MEO-01,MEO,-0.2662735,-0.20705338,-0.5492571,-0.30322793
2024-01-01 18:15:00,MEO-01,MEO,0.45173854,-0.2697112,-0.5409195,-0.54053086
2024-01-01 18:30:00,MEO-01,MEO,-1.4872388,-0.27710754,-0.76380414,-0.590577
2024-01-01 18:45:00,MEO-01,MEO,-0.03868488,-0.4071714,-0.7472333,-0.32492757
2024-01-01 19:00:00,MEO-01,MEO,-0.35871002,-0.16591206,-0.6433291,-0.26399305
2024-01-01 19:15:00,MEO-01,MEO,-0.17845362,-0.26653332,-0.8253788,-0.10356614
2024-01-01 19:30:00,MEO-01,MEO,-0.54757386,-0.2828654,-0.4827752,0.025486637
2024-01-01 19:45:00,MEO-01,MEO,1.3600299,0.046865687,-0.74065584,-0.054265834
2024-01-01 20:00:00,MEO-01,MEO,-1.9690347,-0.2513972,-1.2602602,0.306198
2024-01-01 20:15:00,MEO-01,MEO,-2.0935478,-0.36575815,-0.7744458,0.135219
2024-01-01 20:30:00,MEO-01,MEO,-2.3902483,-0.3419668,-0.9044785,0.12266198
2024-01-01 20:45:00,MEO-01,MEO,-2.5812206,-0.19141021,-1.0161396,0.0041165245
2024-01-01 21:00:00,MEO-01,MEO,-2.910645,-0.29860377,-0.87154615,0.27474052
2024-01-01 21:15:00,MEO-01,MEO,-1.2883221,-0.45273018,-0.5073002,0.32795483
2024-01-01 21:30:00,MEO-01,MEO,-1.1703513,-0.20986767,-0.19798519,0.58170396
2024-01-01 21:45:00,MEO-01,MEO,-3.2323935,-0.35422283,-0.28868508,0.5603143
2024-01-01 22:00:00,MEO-01,MEO,-3.526083,-0.07753559,-0.34444582,0.36051968
2024-01-01 22:15:00,MEO-01,MEO,-2.1405299,-0.12565,0.036952894,0.60221744
2024-01-01 22:30:00,MEO-01,MEO,-3.0150511,-0.23845069,0.052954167,0.7079269
2024-01-01 22:45:00,MEO-01,MEO,-1.575905,-0.0173809,0.18970677,0.85860837
2024-01-01 23:00:00,MEO-01,MEO,-1.7285393,-0.083076835,0.29659387,0.7757885
2024-01-01 23:15:00,MEO-01,MEO,-3.0942645,0.057041727,0.37022468,0.7609117
2024-01-01 23:30:00,MEO-01,MEO,0.37165025,0.086089164,0.84710675,0.6507399
2024-01-01 23:45:00,MEO-01,MEO,1.0266731,0.02095592,1.1370623,0.6858438
2024-01-02 00:00:00,MEO-01,MEO,-0.9103587,0.109024696,1.2214917,0.79207444
2024-01-02 00:15:00,MEO-01,MEO,-0.20828524,0.34157637,1.2752038,0.37336233
2024-01-02 00:30:00,MEO-01,MEO,0.9160235,0.2653587,1.2316287,0.4816044
2024-01-02 00:45:00,MEO-01,MEO,1.3720603,0.31159803,1.5665112,0.37164688
2024-01-02 01:00:00,MEO-01,MEO,2.0165343,0.30055708,1.1996511,0.49146247
2024-01-02 01:15:00,MEO-01,MEO,3.654109,0.47202215,1.5862471,0.56060284
2024-01-02 01:30:00,MEO-01,MEO,1.6817272,0.657979,1.1054265,0.22339085
2024-01-02 01:45:00,MEO-01,MEO,1.1826547,0.3550238,1.0375984,-0.11231788
2024-01-02 02:00:00,MEO-01,MEO,0.6562618,0.46230057,0.74807763,0.11519819
2024-01-02 02:15:00,MEO-01,MEO,1.3064798,0.5878546,0.73466897,0.24349326
2024-01-02 02:30:00,MEO-01,MEO,1.9804204,0.41516748,0.85076946,0.11633574
2024-01-02 02:45:00,MEO-01,MEO,3.6725914,0.43612286,0.5905971,0.030054152
2024-01-02 03:00:00,MEO-01,MEO,1.1793703,0.24548434,0.46672544,-0.1440064
2024-01-02 03:15:00,MEO-01,MEO,1.6955479,0.35050896,0.17573702,-0.35858962
2024-01-02 03:30:00,MEO-01,MEO,1.1549792,0.24214621,-0.29149833,-0.15004687
2024-01-02 03:45:00,MEO-01,MEO,2.110421,0.3119076,-0.27015218,-0.40802804
2024-01-02 04:00:00,MEO-01,MEO,3.2013657,0.28573546,-0.46085423,-0.0049067126
2024-01-02 04:15:00,MEO-01,MEO,-0.0065819477,0.382429,-0.11574336,-0.28992894
2024-01-02 04:30:00,MEO-01,MEO,-0.16944435,0.14199583,-0.66990846,-0.49831003
2024-01-02 04:45:00,MEO-01,MEO,1.2050134,0.08211529,-0.30981553,-0.530856
2024-01-02 05:00:00,MEO-01,MEO,0.70535344,0.03984191,-0.29918778,-0.47289282
2024-01-02 05:15:00,MEO-01,MEO,1.7288748,-0.038692538,-0.08210747,-0.50632864
2024-01-02 05:30:00,MEO-01,MEO,0.41961193,0.011635713,-0.5170904,-0.3059063
2024-01-02 05:45:00,MEO-01,MEO,-0.56340545,-0.06639309,-0.27057573,-0.44014525
2024-01-02 06:00:00,MEO-01,MEO,0.3491135,-0.031447913,0.03584638,-0.56439346
2024-01-02 06:15:00,MEO-01,MEO,0.787191,0.07407652,-0.5149743,-0.14984447
2024-01-02 06:30:00,MEO-01,MEO,0.47873083,-0.1668626,-0.6762433,-0.39748624
2024-01-02 06:45:00,MEO-01,MEO,0.042753007,0.03900089,-0.74591166,-0.25435197
2024-01-02 07:00:00,MEO-01,MEO,0.5136012,0.046748046,-0.21521406,-0.41975746
2024-01-02 07:15:00,MEO-01,MEO,0.54568416,-0.108627446,-0.7614405,-0.22777858
2024-01-02 07:30:00,MEO-01,MEO,0.56076187,-0.32309785,-0.47602746,-0.18509108
2024-01-02 07:45:00,MEO-01,MEO,-0.388056,-0.18800527,-0.36652976,-0.46148756
2024-01-02 08:00:00,MEO-01,MEO,-1.4339255,-0.015655916,-0.44874218,0.18016377
2024-01-02 08:15:00,MEO-01,MEO,-1.3766469,-0.16683567,-0.42939818,0.12850937
2024-01-02 08:30:00,MEO-01,MEO,-0.6117443,-0.28365764,-0.4790565,-0.06758177
2024-01-02 08:45:00,MEO-01,MEO,-2.8756988,-0.25205028,-0.27160516,-0.117292576
2024-01-02 09:00:00,MEO-01,MEO,-1.9446976,-0.1325567,-0.69519114,0.15414165
2024-01-02 09:15:00,MEO-01,MEO,-2.8810093,-0.17268637,-0.572971,0.16586557
2024-01-02 09:30:00,MEO-01,MEO,-2.6269665,-0.25625977,-0.52268404,0.25300258
2024-01-02 09:45:00,MEO-01,MEO,-1.4108948,-0.26708278,-0.12809561,0.27023748
2024-01-02 10:00:00,MEO-01,MEO,-2.5415442,-0.25969315,0.053724762,0.35355356
2024-01-02 10:15:00,MEO-01,MEO,-2.6289635,-0.29439774,0.14773697,0.5244133
2024-01-02 10:30:00,MEO-01,MEO,-3.864125,-0.013667652,0.44304466,0.41524887
2024-01-02 10:45:00,MEO-01,MEO,-1.5694884,-0.17226541,0.17125122,0.1878763
2024-01-02 11:00:00,MEO-01,MEO,-1.364477,0.024215205,0.9213466,0.5572696
2024-01-02 11:15:00,MEO-01,MEO,0.5558003,0.10320297,1.084913,0.5986413
2024-01-02 11:30:00,MEO-01,MEO,-1.5485076,0.10378786,1.1076976,0.8171021
2024-01-02 11:45:00,MEO-01,MEO,-0.5649633,0.01594846,1.4655741,0.15971522
2024-01-02 12:00:00,MEO-01,MEO,-0.06780438,0.15464865,0.88676804,0.34108102
2024-01-02 12:15:00,MEO-01,MEO,1.7533954,0.16468684,1.1886969,-0.038393546
2024-01-02 12:30:00,MEO-01,MEO,0.49464735,0.12492835,1.1773887,0.31955922
2024-01-02 12:45:00,MEO-01,MEO,1.2443546,0.28915507,1.4582137,0.11106656
2024-01-02 13:00:00,MEO-01,MEO,1.9522563,0.17162336,1.0646963,0.43332863
2024-01-02 13:15:00,MEO-01,MEO,1.838933,0.43104622,1.3313792,-0.02420176
2024-01-02 13:30:00,MEO-01,MEO,1.4389772,0.27754152,1.3477697,-0.21760432
2024-01-02 13:45:00,MEO-01,MEO,2.236761,0.34437734,1.088484,-0.093523614
2024-01-02 14:00:00,MEO-01,MEO,3.1517408,0.34148818,0.8133068,-0.3790995
2024-01-02 14:15:00,MEO-01,MEO,1.0487894,0.26544756,0.36309946,-0.030303765
2024-01-02 14:30:00,MEO-01,MEO,2.1371393,0.3185962,0.18985914,-0.5120772
2024-01-02 14:45:00,MEO-01,MEO,1.142388,0.17297913,0.4051762,-0.2554571
2024-01-02 15:00:00,MEO-01,MEO,2.905271,0.26195556,0.10569847,-0.6258112
2024-01-02 15:15:00,MEO-01,MEO,-0.021214982,-0.009541734,-0.23595233,-0.41258344
2024-01-02 15:30:00,MEO-01,MEO,0.6650371,0.085934445,-0.47439575,-0.16346273
2024-01-02 15:45:00,MEO-01,MEO,1.3728093,0.21552438,-0.96766645,-0.39545965
2024-01-02 16:00:00,MEO-01,MEO,2.2788455,-0.12805745,-0.877778,-0.6120453
2024-01-02 16:15:00,MEO-01,MEO,0.44766095,-0.14180595,-0.35239944,-0.51287216
2024-01-02 16:30:00,MEO-01,MEO,-0.2050305,-0.063718006,-1.0658208,-0.5233153
2024-01-02 16:45:00,MEO-01,MEO,2.0390375,-0.13243191,-0.80411875,-0.46468553
2024-01-02 17:00:00,MEO-01,MEO,-1.3970606,-0.1443876,-0.6368859,-0.74162567
2024-01-02 17:15:00,MEO-01,MEO,-2.2411826,-0.15338382,-1.0853353,-0.44004536
2024-01-02 17:30:00,MEO-01,MEO,0.3420521,-0.15588784,-0.75492424,-0.918248
2024-01-02 17:45:00,MEO-01,MEO,-0.6049471,-0.12040676,-0.5287763,-0.5822113
2024-01-02 18:00:00,MEO-01,MEO,-1.1962838,-0.19837944,-0.6994879,-0.5278898
2024-01-02 18:15:00,MEO-01,MEO,0.45852455,-0.26860163,-0.12862581,-0.3187906
2024-01-02 18:30:00,MEO-01,MEO,-0.09451836,-0.18066904,-1.0090312,-0.36233002
2024-01-02 18:45:00,MEO-01,MEO,-1.0070653,-0.060864136,-0.43685958,-0.5219853
2024-01-02 19:00:00,MEO-01,MEO,-1.8312415,-0.26748642,-0.6849053,-0.39862674
2024-01-02 19:15:00,MEO-01,MEO,0.19602403,-0.35620254,-0.472607,-0.15601209
2024-01-02 19:30:00,MEO-01,MEO,-0.18548016,-0.15410933,-0.57749903,-0.12881266
2024-01-02 19:45:00,MEO-01,MEO,-1.1079007,-0.2844832,-0.8132028,-0.13222218
2024-01-02 20:00:00,MEO-01,MEO,0.60163105,-0.49853945,-0.6455935,-0.04425256
2024-01-02 20:15:00,MEO-01,MEO,-2.5124128,-0.20583689,-1.0340345,0.20600897
2024-01-02 20:30:00,MEO-01,MEO,-3.2236447,-0.35286388,-0.49463475,0.09697207
2024-01-02 20:45:00,MEO-01,MEO,-2.5504687,-0.31530812,-0.54561573,0.23263794
2024-01-02 21:00:00,MEO-01,MEO,-2.1075943,-0.2767328,-0.44048688,0.6396299
2024-01-02 21:15:00,MEO-01,MEO,-2.03237,-0.2898524,-0.26522955,0.16486046
2024-01-02 21:30:00,MEO-01,MEO,-2.6890097,-0.23084539,-0.30867955,0.15988183
2024-01-02 21:45:00,MEO-01,MEO,-2.1608565,-0.33095706,-0.22251225,0.6084802
2024-01-02 22:00:00,MEO-01,MEO,-3.794596,-0.21355478,-0.26972863,0.43562856
2024-01-02 22:15:00,MEO-01,MEO,-1.0104462,-0.2596095,-0.0924349,0.5286436
2024-01-02 22:30:00,MEO-01,MEO,-2.3749182,-0.11983745,0.48774835,0.4900238
2024-01-02 22:45:00,MEO-01,MEO,-0.9516824,-0.08394579,0.73672146,0.59043366
2024-01-02 23:00:00,MEO-01,MEO,-1.452179,-0.18340625,0.6092466,0.8824436
2024-01-02 23:15:00,MEO-01,MEO,-1.0197831,0.08036257,0.90814507,0.76710397
2024-01-02 23:30:00,MEO-01,MEO,-0.50469416,-0.01598046,0.89324725,0.7710605
2024-01-02 23:45:00,MEO-01,MEO,-0.14946337,0.18639736,1.5039588,0.41516295
2024-01-03 00:00:00,MEO-01,MEO,0.5074597,0.21010841,1.5467111,0.43197566
2024-01-03 00:15:00,MEO-01,MEO,1.6267138,0.42239866,1.9103204,0.14741714
2024-01-03 00:30:00,MEO-01,MEO,0.9509078,0.27648962,1.435534,0.41261318
2024-01-03 00:45:00,MEO-01,MEO,1.8904747,0.3170312,1.5719151,0.63103765
2024-01-03 01:00:00,MEO-01,MEO,1.4291087,0.39412737,1.6899648,0.51213145
2024-01-03 01:15:00,MEO-01,MEO,3.2631488,0.39934427,1.733492,0.34284252
2024-01-03 01:30:00,MEO-01,MEO,1.3744786,0.53172076,1.4552544,0.30959195
2024-01-03 01:45:00,MEO-01,MEO,3.9649098,0.300146,1.1771718,0.14289494
2024-01-03 02:00:00,MEO-01,MEO,2.18674,0.3545104,1.3434639,0.20774513
2024-01-03 02:15:00,MEO-01,MEO,0.80369514,0.33985227,1.1113812,0.22135395
2024-01-03 02:30:00,MEO-01,MEO,2.3156598,0.51816237,0.6472632,-0.20669176
2024-01-03 02:45:00,MEO-01,MEO,1.3984083,0.56194705,0.927506,0.010773368
2024-01-03 03:00:00,MEO-01,MEO,2.6910367,0.34127876,0.6694562,0.03785783
2024-01-03 03:15:00,MEO-01,MEO,0.9476878,0.29079607,0.25444415,-0.22900006
2024-01-03 03:30:00,MEO-01,MEO,0.9278264,0.26786584,0.09071562,-0.12223593
2024-01-03 03:45:00,MEO-01,MEO,-0.7476547,0.3295224,0.057893027,0.1393124
2024-01-03 04:00:00,MEO-01,MEO,0.44835138,0.07426153,-0.32613108,-0.34817263
2024-01-03 04:15:00,MEO-01,MEO,-1.6306418,0.14730956,-0.236739,-0.31650898
2024-01-03 04:30:00,MEO-01,MEO,-0.9710178,0.18155228,-0.7322374,-0.52192134
2024-01-03 04:45:00,MEO-01,MEO,1.2402194,0.09964508,-0.15138686,-0.41196054
2024-01-03 05:00:00,MEO-01,MEO,1.1589173,0.03936164,-0.64742863,-0.38991043
2024-01-03 05:15:00,MEO-01,MEO,0.712924,0.0967287,-0.07247676,-0.44117698
2024-01-03 05:30:00,MEO-01,MEO,-0.7686945,-0.2925359,-0.42631447,-0.6263857
2024-01-03 05:45:00,MEO-01,MEO,0.11202587,0.030934583,-0.39666954,-0.43715343
2024-01-03 06:00:00,MEO-01,MEO,0.06450857,-0.11370158,-0.45320037,-0.23531932
2024-01-03 06:15:00,MEO-01,MEO,-1.1490061,-0.24074653,-0.30680326,-0.3661152
2024-01-03 06:30:00,MEO-01,MEO,1.436915,-0.015088084,0.052629977,-0.2605844
2024-01-03 06:45:00,MEO-01,MEO,0.7336628,0.06237889,-0.7343392,-0.40522975
2024-01-03 07:00:00,MEO-01,MEO,-0.4003404,-0.09870831,0.026717773,-0.21603845
2024-01-03 07:15:00,MEO-01,MEO,-0.3437183,-0.0015331379,-0.1717893,-0.24035574
2024-01-03 07:30:00,MEO-01,MEO,-0.30866146,0.05031545,-0.50044173,-0.37439418
2024-01-03 07:45:00,MEO-01,MEO,-2.8044987,0.0042683794,-0.49399835,-0.13026202
2024-01-03 08:00:00,MEO-01,MEO,-1.2644155,0.01864108,0.06615976,-0.27088198
2024-01-03 08:15:00,MEO-01,MEO,-1.9069611,-0.09033611,-0.5060608,-0.16001934
2024-01-03 08:30:00,MEO-01,MEO,-2.4719996,-0.17618406,-0.55169034,0.020396775
2024-01-03 08:45:00,MEO-01,MEO,-2.0253375,-0.36176938,-0.108558275,0.09263452
2024-01-03 09:00:00,MEO-01,MEO,-0.18970665,-0.24122496,-0.23192045,-0.07637747
2024-01-03 09:15:00,MEO-01,MEO,-1.513628,-0.31168437,-0.45495486,0.31095877
2024-01-03 09:30:00,MEO-01,MEO,-2.8869772,-0.015272282,-0.15423705,0.28545317
2024-01-03 09:45:00,MEO-01,MEO,-1.8158135,-0.24798892,-0.30246463,0.1357916
2024-01-03 10:00:00,MEO-01,MEO,-1.0147598,-0.20819685,0.27515388,0.04697969
2024-01-03 10:15:00,MEO-01,MEO,-1.441083,-0.14700818,0.44185063,0.28558174
2024-01-03 10:30:00,MEO-01,MEO,-2.0940006,-0.17084497,0.48576263,0.26314184
2024-01-03 10:45:00,MEO-01,MEO,-2.5550556,0.029471738,0.6395116,0.3622957
2024-01-03 11:00:00,MEO-01,MEO,-0.9706512,-0.15976559,1.0963273,0.29841766
2024-01-03 11:15:00,MEO-01,MEO,-0.9054613,-0.029467888,0.90595055,0.051430568
2024-01-03 11:30:00,MEO-01,MEO,-0.0076158047,-0.07029028,0.8397216,0.28604153
2024-01-03 11:45:00,MEO-01,MEO,0.21005414,-0.072891764,1.3131509,0.28239647
2024-01-03 12:00:00,MEO-01,MEO,1.0525,0.05309873,1.8135535,0.39969787
2024-01-03 12:15:00,MEO-01,MEO,-0.065012805,0.16340272,1.291356,0.16919132
2024-01-03 12:30:00,MEO-01,MEO,2.254917,0.17236832,1.4436496,0.48838803
2024-01-03 12:45:00,MEO-01,MEO,1.5771407,0.18747702,1.5940409,-0.09344948
2024-01-03 13:00:00,MEO-01,MEO,3.7832034,0.1488956,1.4825486,0.34148687
2024-01-03 13:15:00,MEO-01,MEO,1.3088157,0.3039677,1.2581085,0.05834264
2024-01-03 13:30:00,MEO-01,MEO,3.946333,0.1735312,1.5273626,0.16471086
2024-01-03 13:45:00,MEO-01,MEO,2.5365884,0.40026698,1.5754366,-0.010863829
2024-01-03 14:00:00,MEO-01,MEO,1.7887723,0.32140335,1.0067883,0.08815701
2024-01-03 14:15:00,MEO-01,MEO,1.9597238,0.1455829,0.59387004,-0.20107298
2024-01-03 14:30:00,MEO-01,MEO,2.0065503,0.22900593,0.23608723,-0.3671078
2024-01-03 14:45:00,MEO-01,MEO,2.6394107,0.14525387,0.39475015,-0.046650086
2024-01-03 15:00:00,MEO-01,MEO,2.614529,0.2067433,0.3042726,-0.33116153
2024-01-03 15:15:00,MEO-01,MEO,1.3275417,0.25910127,-0.014232551,-0.331305
2024-01-03 15:30:00,MEO-01,MEO,1.5900738,-0.11422075,-0.27550083,-0.22475666
2024-01-03 15:45:00,MEO-01,MEO,3.4951553,0.033134088,-0.5213268,-0.60435015
2024-01-03 16:00:00,MEO-01,MEO,2.85811,-0.04403759,-0.7606688,-0.3931976
2024-01-03 16:15:00,MEO-01,MEO,1.3231791,-0.0068974406,-0.4623937,-0.5966759
2024-01-03 16:30:00,MEO-01,MEO,0.74121505,-0.09378913,-0.52487886,-0.54584324
2024-01-03 16:45:00,MEO-01,MEO,0.67985547,-0.22558703,-1.0447153,-0.5247382
2024-01-03 17:00:00,MEO-01,MEO,1.0107474,-0.211356,-0.4455349,-0.7616302
2024-01-03 17:15:00,MEO-01,MEO,-0.7320205,-0.2819051,-0.64864033,-0.645756
2024-01-03 17:30:00,MEO-01,MEO,-0.14304838,-0.111759275,-0.48242706,-0.3099283
2024-01-03 17:45:00,MEO-01,MEO,-1.6457802,-0.22924559,-0.9895193,-0.35479996
2024-01-03 18:00:00,MEO-01,MEO,0.3423629,-0.049242243,-0.9469983,-0.46404466
2024-01-03 18:15:00,MEO-01,MEO,0.5017751,-0.25054193,-0.68101746,-0.37732112
2024-01-03 18:30:00,MEO-01,MEO,-0.64039505,-0.3187671,-0.52898324,-0.40986103
2024-01-03 18:45:00,MEO-01,MEO,1.2947223,-0.40222377,-0.28696495,-0.10766333
2024-01-03 19:00:00,MEO-01,MEO,-1.6228272,-0.43453702,-0.5081372,-0.28093067
2024-01-03 19:15:00,MEO-01,MEO,-1.9922032,-0.4171632,-0.7046046,-0.15103777
2024-01-03 19:30:00,MEO-01,MEO,-0.42664546,-0.23810473,-0.8209237,0.054951973
2024-01-03 19:45:00,MEO-01,MEO,0.1561078,-0.22157256,-0.4065585,-0.16195928
2024-01-03 20:00:00,MEO-01,MEO,0.58387005,-0.43939155,-0.82892025,0.26169088
2024-01-03 20:15:00,MEO-01,MEO,-1.7985213,-0.20107523,-0.2957972,-0.12798543
2024-01-03 20:30:00,MEO-01,MEO,-0.5372117,-0.34763715,-0.66543543,0.41907227
2024-01-03 20:45:00,MEO-01,MEO,-1.8815422,-0.2915755,-0.22989978,0.18995029
2024-01-03 21:00:00,MEO-01,MEO,-2.2308655,-0.14870876,-0.35676816,0.27773464
2024-01-03 21:15:00,MEO-01,MEO,-1.3795295,-0.21921843,-0.4379964,0.09491133
2024-01-03 21:30:00,MEO-01,MEO,-1.747668,-0.32864362,-0.41314664,0.36943904
2024-01-03 21:45:00,MEO-01,MEO,-4.0665135,-0.37652764,-0.22199598,0.33497077
2024-01-03 22:00:00,MEO-01,MEO,-1.0409073,-0.4800469,0.111885734,0.4462781
2024-01-03 22:15:00,MEO-01,MEO,-1.0490249,-0.30557016,0.21105781,0.5557826
2024-01-03 22:30:00,MEO-01,MEO,-2.8588102,-0.21483152,0.25114822,0.750866
2024-01-03 22:45:00,MEO-01,MEO,-1.6475631,-0.24420048,0.5455721,0.66054416
